zipCode,latitude,longitude,price,numBeds,numBaths,area,address,timeOnZillow,detailURL
37920,35.94495,-83.8874,1200.0,2,1.0,1074,"3529 Feathers St, Knoxville, TN 37920",1592982950,/homedetails/3529-Feathers-St-Knoxville-TN-37920/41670294_zpid/
37920,35.919334,-83.941635,2400.0,3,2.5,1998,"4910 Briar Rock Ln, Knoxville, TN 37920",408775746,/homedetails/4910-Briar-Rock-Ln-Knoxville-TN-37920/98897491_zpid/
37920,35.85075,-83.93439,1600.0,3,1.5,1074,"174 Roddy Branch Rd #174, Rockford, TN 37853",292923834,/b/00174r-rockford-tn-9Vn4Pm/
37920,35.84926,-83.98786,1200.0,2,1.5,1150,"3610 Kelly Cir #3610-B, Louisville, TN 37777",378574691,/b/03610k-louisville-tn-9DyLcV/
37920,35.943516,-83.985954,1800.0,2,2.5,1450,"4011 Heather Ct, Knoxville, TN 37919",557022416,/homedetails/4011-Heather-Ct-Knoxville-TN-37919/41667213_zpid/
37920,35.943012,-83.90264,1900.0,2,2.0,1050,"433 Taliwa Dr, Knoxville, TN 37920",555381905,/homedetails/433-Taliwa-Dr-Knoxville-TN-37920/41670837_zpid/
37920,35.947037,-83.998375,2250.0,3,2.0,1168,"1505 Holman Dr, Knoxville, TN 37909",1109542013,/homedetails/1505-Holman-Dr-Knoxville-TN-37909/41666865_zpid/
37920,35.9019,-83.82789,1300.0,2,1.0,815,"1424 Tipton Station Rd, Knoxville, TN 37920",677451833,/homedetails/1424-Tipton-Station-Rd-Knoxville-TN-37920/2080437086_zpid/
37920,35.913193,-83.834496,1600.0,2,2.5,1200,"456 E Norton Rd #1, Knoxville, TN 37920",1726311278,/homedetails/456-E-Norton-Rd-1-Knoxville-TN-37920/2055026299_zpid/
37920,35.93988,-83.8824,1500.0,2,1.5,1100,"755 E Red Bud Rd #101, Knoxville, TN 37920",1268365834,/b/755-east-red-bud-road-knoxville-tn-BdGWrF/
