zipCode,price
37901,1599.0
37901,1692.0
37901,1898.0
37901,1474.0
37901,2150.0
37901,1700.0
37901,1450.0
37901,1450.0
37901,2000.0
37901,1695.0
37901,2100.0
37901,1625.0
37901,2200.0
37901,1500.0
37901,1175.0
37901,2000.0
37901,1400.0
37901,1995.0
37901,2100.0
37901,2200.0
37901,1195.0
37901,2900.0
37901,3000.0
37901,2100.0
37901,1700.0
37901,1595.0
37901,2800.0
37901,1950.0
37901,1650.0
37901,3000.0
37901,1800.0
37901,1575.0
37901,1495.0
37901,1245.0
37901,2400.0
37901,1500.0
37901,1800.0
37901,2400.0
37901,2200.0
37901,1800.0
37901,750.0
37901,1800.0
37901,2150.0
37901,1800.0
37901,2000.0
37901,2000.0
37901,1700.0
37901,1750.0
37901,1650.0
37901,1930.0
37901,2500.0
37901,1800.0
37901,1850.0
37901,1750.0
37901,1450.0
37901,1500.0
37901,1950.0
37901,1250.0
37901,2200.0
37901,1800.0
37901,1950.0
37901,1500.0
37901,3200.0
37901,1900.0
37901,7500.0
37901,3400.0
37901,2600.0
37901,1000.0
37901,1395.0
37901,1950.0
37901,1940.0
37901,1450.0
37901,1250.0
37901,1800.0
37901,1975.0
37901,2000.0
37901,1200.0
37901,1695.0
37901,1650.0
37901,787.0
37901,1195.0
37901,5800.0
37901,2075.0
37901,949.0
37901,1355.0
37901,1485.0
37901,1099.0
37901,1900.0
37901,1900.0
37901,5996.0
37901,4500.0
37901,1140.0
37901,1325.0
37901,1290.0
37901,1500.0
37901,1795.0
37901,800.0
37901,795.0
37901,1900.0
37901,2310.0
37901,2200.0
37901,1600.0
37901,950.0
37901,1450.0
37901,1795.0
37901,650.0
37901,1400.0
37901,2500.0
37901,900.0
37901,975.0
37902,1692.0
37902,1898.0
37902,1474.0
37902,2200.0
37902,2000.0
37902,2150.0
37902,1750.0
37902,1250.0
37902,7500.0
37902,3400.0
37902,1650.0
37902,2075.0
37902,949.0
37902,1355.0
37902,4500.0
37902,1325.0
37909,1259.0
37909,1515.0
37909,2500.0
37909,1750.0
37909,1375.0
37909,1750.0
37909,1550.0
37909,2300.0
37909,1795.0
37909,1597.0
37909,2145.0
37909,2670.0
37909,1595.0
37909,2400.0
37909,1500.0
37909,1750.0
37909,1295.0
37909,2250.0
37909,2250.0
37909,2850.0
37909,1500.0
37909,3200.0
37909,2500.0
37909,3000.0
37909,1100.0
37909,2000.0
37909,1700.0
37909,975.0
37909,3200.0
37909,2000.0
37909,2200.0
37909,725.0
37912,999.0
37912,1350.0
37912,1050.0
37912,800.0
37912,1075.0
37912,1200.0
37912,2000.0
37912,2000.0
37912,1850.0
37912,2485.0
37912,1900.0
37912,1775.0
37912,1800.0
37912,1600.0
37912,945.0
37912,1195.0
37912,2200.0
37912,1850.0
37912,1600.0
37912,1250.0
37912,2300.0
37912,1950.0
37912,1195.0
37912,1300.0
37912,1700.0
37912,1795.0
37912,1250.0
37912,988.0
37912,999.0
37912,1350.0
37912,1050.0
37912,800.0
37912,1075.0
37912,1200.0
37912,2000.0
37912,2000.0
37912,1850.0
37912,2485.0
37912,1900.0
37912,1775.0
37912,1800.0
37912,1600.0
37912,945.0
37912,1195.0
37912,2200.0
37912,1850.0
37912,1600.0
37912,1250.0
37912,2300.0
37912,1950.0
37912,1195.0
37912,1300.0
37912,1700.0
37912,1795.0
37912,1250.0
37912,988.0
37914,1600.0
37914,4995.0
37914,1750.0
37914,1695.0
37914,1500.0
37914,1175.0
37914,1600.0
37914,2100.0
37914,1195.0
37914,2900.0
37914,2095.0
37914,1600.0
37914,1950.0
37914,1700.0
37914,1595.0
37914,2800.0
37914,1850.0
37914,1300.0
37914,2195.0
37914,1950.0
37914,3000.0
37914,1450.0
37914,1400.0
37914,1100.0
37914,1600.0
37914,1195.0
37914,2400.0
37914,1500.0
37914,2000.0
37914,2400.0
37914,1800.0
37914,2700.0
37914,2000.0
37914,1250.0
37914,1925.0
37914,1650.0
37914,2500.0
37914,1800.0
37914,1450.0
37914,2200.0
37914,1950.0
37914,1750.0
37914,1000.0
37914,1940.0
37914,1695.0
37914,1000.0
37914,2300.0
37914,787.0
37914,1595.0
37914,2500.0
37914,1900.0
37914,1900.0
37914,1600.0
37914,1500.0
37914,1400.0
37914,2200.0
37914,1600.0
37914,1795.0
37914,785.0
37914,1400.0
37914,2500.0
37915,1599.0
37915,1692.0
37915,1175.0
37915,2000.0
37915,2100.0
37915,1700.0
37915,2800.0
37915,2400.0
37915,1500.0
37915,1800.0
37915,1800.0
37915,2000.0
37915,3200.0
37915,1000.0
37915,1950.0
37915,787.0
37915,1900.0
37915,1900.0
37915,1795.0
37915,795.0
37915,1600.0
37915,1795.0
37915,650.0
37915,2500.0
37916,1474.0
37916,2200.0
37916,1750.0
37916,1250.0
37916,1250.0
37916,1650.0
37916,5800.0
37916,2075.0
37916,949.0
37916,1355.0
37916,1485.0
37916,1099.0
37916,5996.0
37916,4500.0
37916,1140.0
37916,1325.0
37916,1290.0
37916,900.0
37917,1692.0
37917,950.0
37917,1225.0
37917,2150.0
37917,1600.0
37917,1075.0
37917,1700.0
37917,1450.0
37917,1750.0
37917,1450.0
37917,1400.0
37917,1200.0
37917,875.0
37917,2100.0
37917,1650.0
37917,1050.0
37917,1625.0
37917,2200.0
37917,1500.0
37917,2000.0
37917,1777.0
37917,1175.0
37917,1850.0
37917,2000.0
37917,1600.0
37917,1995.0
37917,2100.0
37917,1990.0
37917,1195.0
37917,2900.0
37917,1800.0
37917,1150.0
37917,1600.0
37917,1650.0
37917,2100.0
37917,1950.0
37917,1400.0
37917,1700.0
37917,2800.0
37917,1850.0
37917,1800.0
37917,1300.0
37917,945.0
37917,1650.0
37917,1400.0
37917,1600.0
37917,1100.0
37917,1195.0
37917,1495.0
37917,1745.0
37917,1040.0
37917,1150.0
37917,1145.0
37917,2400.0
37917,1500.0
37917,1800.0
37917,2000.0
37917,1850.0
37917,2200.0
37917,2350.0
37917,3000.0
37917,750.0
37917,1800.0
37917,1600.0
37917,2150.0
37917,1800.0
37917,1575.0
37917,2000.0
37917,1700.0
37917,1100.0
37917,1925.0
37917,1800.0
37917,2100.0
37917,2300.0
37917,1650.0
37917,1930.0
37917,1600.0
37917,1750.0
37917,2300.0
37917,1850.0
37917,1450.0
37917,1500.0
37917,1950.0
37917,3200.0
37917,1900.0
37917,3400.0
37917,2600.0
37917,1000.0
37917,1950.0
37917,1940.0
37917,1450.0
37917,2000.0
37917,1200.0
37917,1695.0
37917,2200.0
37917,850.0
37917,2300.0
37917,1000.0
37917,787.0
37917,999.0
37917,1595.0
37917,2500.0
37917,1900.0
37917,1495.0
37917,1900.0
37917,1400.0
37917,1900.0
37917,1600.0
37917,1795.0
37917,1400.0
37917,1250.0
37917,800.0
37917,795.0
37917,2200.0
37917,1450.0
37917,1600.0
37917,1100.0
37917,1450.0
37917,1795.0
37917,650.0
37917,1400.0
37917,971.0
37917,975.0
37917,925.0
37918,2050.0
37918,2549.0
37918,1075.0
37918,800.0
37918,950.0
37918,1225.0
37918,1600.0
37918,1075.0
37918,1650.0
37918,1075.0
37918,1750.0
37918,1400.0
37918,1200.0
37918,875.0
37918,975.0
37918,2400.0
37918,1650.0
37918,1050.0
37918,2000.0
37918,1777.0
37918,2495.0
37918,1300.0
37918,1850.0
37918,1195.0
37918,1600.0
37918,2485.0
37918,950.0
37918,1150.0
37918,1990.0
37918,1940.0
37918,1800.0
37918,2050.0
37918,1775.0
37918,1850.0
37918,2350.0
37918,2000.0
37918,1150.0
37918,2200.0
37918,1600.0
37918,1650.0
37918,900.0
37918,1700.0
37918,1400.0
37918,1850.0
37918,1800.0
37918,2800.0
37918,1600.0
37918,945.0
37918,1150.0
37918,2800.0
37918,2800.0
37918,2400.0
37918,1195.0
37918,1195.0
37918,1795.0
37918,1400.0
37918,745.0
37918,2800.0
37918,1995.0
37918,1600.0
37918,1195.0
37918,1195.0
37918,1745.0
37918,1040.0
37918,1150.0
37918,995.0
37918,1145.0
37918,2300.0
37918,2345.0
37918,2200.0
37918,2000.0
37918,1500.0
37918,1850.0
37918,2700.0
37918,2350.0
37918,3000.0
37918,2000.0
37918,1600.0
37918,1500.0
37918,1250.0
37918,2700.0
37918,1575.0
37918,1250.0
37918,1100.0
37918,1925.0
37918,1800.0
37918,2100.0
37918,2300.0
37918,1600.0
37918,1975.0
37918,1750.0
37918,2300.0
37918,4500.0
37918,2300.0
37918,1500.0
37918,1900.0
37918,1900.0
37918,1500.0
37918,1975.0
37918,1550.0
37918,1450.0
37918,2200.0
37918,1500.0
37918,1000.0
37918,850.0
37918,2300.0
37918,1000.0
37918,999.0
37918,2150.0
37918,1950.0
37918,2500.0
37918,1195.0
37918,1495.0
37918,2800.0
37918,1400.0
37918,1300.0
37918,2800.0
37918,2800.0
37918,1700.0
37918,1400.0
37918,1250.0
37918,1950.0
37918,1450.0
37918,1100.0
37918,785.0
37918,988.0
37918,1511.0
37918,971.0
37918,975.0
37918,925.0
37918,1494.0
37919,1224.0
37919,1659.0
37919,1570.0
37919,1259.0
37919,1534.0
37919,1515.0
37919,2500.0
37919,3400.0
37919,1750.0
37919,1375.0
37919,1600.0
37919,1750.0
37919,2350.0
37919,1750.0
37919,3200.0
37919,1550.0
37919,2000.0
37919,2700.0
37919,2300.0
37919,2295.0
37919,995.0
37919,1795.0
37919,1597.0
37919,2500.0
37919,2145.0
37919,2670.0
37919,1595.0
37919,2400.0
37919,1975.0
37919,1600.0
37919,1895.0
37919,1500.0
37919,1750.0
37919,1245.0
37919,1295.0
37919,1000.0
37919,2250.0
37919,2250.0
37919,2850.0
37919,1500.0
37919,1950.0
37919,1200.0
37919,1800.0
37919,3200.0
37919,2500.0
37919,2250.0
37919,3200.0
37919,3000.0
37919,3500.0
37919,1100.0
37919,2300.0
37919,3300.0
37919,2000.0
37919,1700.0
37919,2800.0
37919,2200.0
37919,3200.0
37919,875.0
37919,2000.0
37919,2250.0
37919,2600.0
37919,2200.0
37919,2400.0
37919,2300.0
37919,725.0
37920,1599.0
37920,1692.0
37920,1259.0
37920,1898.0
37920,1474.0
37920,1750.0
37920,2590.0
37920,1375.0
37920,2000.0
37920,1695.0
37920,1750.0
37920,1400.0
37920,3200.0
37920,3200.0
37920,2200.0
37920,3000.0
37920,2400.0
37920,1500.0
37920,2400.0
37920,1795.0
37920,1595.0
37920,1597.0
37920,2100.0
37920,1295.0
37920,1950.0
37920,1935.0
37920,3000.0
37920,1450.0
37920,1595.0
37920,1695.0
37920,1700.0
