zipCode,latitude,longitude,price,numBeds,numBaths,area,address,timeOnZillow,detailURL
37920,35.93462,-83.91303,$950+/mo,1,1.0,1296,"4010 W Martin Mill Pike, Knoxville, TN",1767134998,/b/4010-w-martin-mill-pike-knoxville-tn-B6qtTB/
37920,35.8554,-83.995125,"$1,300/mo",3,1.5,,"1919 E Old Topside Rd #1919-B, Louisville, TN 37777",1417702080,/b/01919o-louisville-tn-9QfVZV/
37920,35.968506,-83.92,"$2,550/mo",2,1.0,975,"116 S Gay St #808, Knoxville, TN 37902",3842534390,/b/sterchi-lofts-knoxville-tn-5YXgnC/
37920,35.887497,-83.79079,"$2,700/mo",4,3.0,2200,"1615 Standing Arrow Ln, Knoxville, TN 37920",12892688410,/homedetails/1615-Standing-Arrow-Ln-Knoxville-TN-37920/2057557824_zpid/
37920,35.88753,-83.75043,$750+/mo,1,1.0,700,"551 S Old Sevierville Pike, Seymour, TN",9053669926,/b/%28ach-f%29-551-south-old-sevierville-pike-seymour-tn-9QfdWH/
37920,35.966297,-83.900536,"$2,500/mo",4,2.0,1550,"1121 Magnet Pl, Knoxville, TN 37915",10419343660,/homedetails/1121-Magnet-Pl-Knoxville-TN-37915/41655833_zpid/
37920,35.962036,-83.92937,$900+/mo,1,1.0,452,"1319 Highland Ave, Knoxville, TN",825844265,/apartments/knoxville-tn/highland-terrace-communities/5Xt3rv/
37920,35.908527,-83.852745,$635+/mo,2,2.0,920,"290 Quaker Way, Knoxville, TN",6223964039,/apartments/knoxville-tn/white-oak-crossing/BMT6qZ/
37076,36.179916,-86.60218,"$1,220+/mo",1,1.0,750,"5610 Old Hickory Blvd, Hermitage, TN",135900712,/apartments/hermitage-tn/meridian-at-hermitage/5XhxgG/
37076,36.18027,-86.6018,"$1,180+/mo",1,1.0,750,"5610 Old Hickory Blvd, Hermitage, TN",1612885,/apartments/hermitage-tn/meridian-at-hermitage/5XhxgG/
37076,36.164574,-86.5205,"$1,509+/mo",1,1.0,792,"1001 Providence Pkwy, Mount Juliet, TN",510692897,/apartments/mount-juliet-tn/creekside-at-providence/65WmdW/
37076,36.214687,-86.5715,"$2,095+/mo",2,2.5,1565,"1000 Devonshire Dr, Old Hickory, TN",2960925,/b/highland-at-hickory-hills-townhomes-old-hickory-tn-BPMTWn/
37076,36.213623,-86.571846,"$2,095+/mo",2,2.5,1565,"1000 Devonshire Dr, Old Hickory, TN",1810407245,/b/highland-at-hickory-hills-townhomes-old-hickory-tn-BPMTWn/
